Species	Status	min_age	max_age
Vipera_(Pelias)	extinct	4.2	4.9
Pseudopus	extinct	4.2	4.9
Lacertidae	extinct	4.2	4.9
Colubridae	extinct	4.2	4.9
Pseudopus	extinct	3.2	4.2
Lacerta	extinct	3.2	4.2
Boidae	extinct	3.2	4.2
Colubridae	extinct	3.2	4.2
Elaphe	extinct	3.2	4.2
Vipera_(Pelias)	extinct	3.2	4.2
Pseudopus	extinct	3.2	4.2
Lacerta	extinct	3.2	4.2
Eryx	extinct	3.2	4.2
Colubridae	extinct	3.2	4.2
Elaphe	extinct	3.2	4.2
Vipera_(Vipera)	extinct	3.2	4.2
Vipera_(Pelias)	extinct	3.2	4.2
Lacerta	extinct	3.2	4.2
Eryx	extinct	3.2	4.2
Colubridae	extinct	3.2	4.2
Vipera_(Vipera)	extinct	3.2	4.2
Vipera_(Pelias)	extinct	3.2	4.2
Varanus	extinct	2.588	3.2
Pseudopus	extinct	2.588	3.2
Lacertidae	extinct	2.588	3.2
Boidae	extinct	2.588	3.2
Colubridae	extinct	2.588	3.2
Natricinae	extinct	2.588	3.2
Vipera_(Pelias)	extinct	2.588	3.2
Pseudopus	extinct	2.588	3.2
Lacertidae	extinct	2.588	3.2
Colubridae	extinct	2.588	3.2
Elaphe	extinct	2.588	3.2
Vipera_(Pelias)	extinct	2.588	3.2
Gekkonidae	extinct	15.97	23.03
Amphisbaenia	extinct	15.97	23.03
Lacertilia	extinct	15.97	23.03
Lacertilia	extinct	15.97	23.03
Lacertilia	extinct	15.97	23.03
Amphisbaenia	extinct	15.97	23.03
Lacertilia	extinct	15.97	23.03
Lacertilia	extinct	15.97	23.03
Scolecophidia	extinct	15.97	23.03
Python	extinct	15.97	23.03
Lacertilia	extinct	15.97	23.03
Python	extinct	15.97	23.03
Python	extinct	15.97	23.03
Boidae	extinct	15.97	23.03
Boidae	extinct	15.97	23.03
Boidae	extinct	15.97	23.03
Boidae	extinct	15.97	23.03
Boidae	extinct	15.97	23.03
Natricinae	extinct	15.97	23.03
Colubrinae	extinct	15.97	23.03
Colubrinae	extinct	15.97	23.03
Colubrinae	extinct	15.97	23.03
Colubrinae	extinct	15.97	23.03
Colubridae	extinct	15.97	23.03
Colubridae	extinct	15.97	23.03
Viperidae	extinct	15.97	23.03
Colubroidea	extinct	15.97	23.03
Serpentes	extinct	15.97	23.03
Serpentes	extinct	15.97	23.03
Typhlops	extinct	9.7	11.1
Natrix	extinct	9.7	11.1
Colubrinae	extinct	9.7	11.1
Colubrinae	extinct	9.7	11.1
Colubrinae	extinct	9.7	11.1
Naja_romani	extinct	9.7	11.1
Naja	extinct	9.7	11.1
Vipera	extinct	9.7	11.1
Vipera	extinct	9.7	11.1
Varanoidea	extinct	72.1	83.6
Gekkonidae	extinct	9.7	11.1
Gekkonidae	extinct	9.7	11.1
Lacerta	extinct	11.1	12.75
Lacerta	extinct	9.7	11.1
Lacerta	extinct	9.7	11.1
Lacertidae	extinct	11.1	12.75
Lacertidae	extinct	11.1	12.75
Lacertidae	extinct	9.7	11.1
Lacertidae	extinct	9.7	11.1
Lacertidae	extinct	9.7	11.1
Lacertidae	extinct	9.7	11.1
Lacertidae	extinct	9.7	11.1
Anguis	extinct	11.1	12.75
Anguis	extinct	9.7	11.1
Anguis	extinct	9.7	11.1
Anguis	extinct	9.7	11.1
Ophisaurus_spinari	extinct	11.1	12.75
Ophisaurus_spinari	extinct	11.1	12.75
Ophisaurus_spinari	extinct	9.7	11.1
Ophisaurus_spinari	extinct	9.7	11.1
Ophisaurus_spinari	extinct	9.7	11.1
Ophisaurus_spinari	extinct	9.7	11.1
Ophisaurus_spinari	extinct	9.7	11.1
Pseudopus	extinct	11.1	12.75
Pseudopus	extinct	11.1	12.75
Pseudopus	extinct	9.7	11.1
Pseudopus	extinct	9.7	11.1
Chalcides	extinct	11.1	12.75
Chalcides	extinct	9.7	11.1
Chalcides	extinct	9.7	11.1
Scincidae	extinct	9.7	11.1
Scincidae	extinct	9.7	11.1
Scolecophidia	extinct	11.1	12.75
Scolecophidia	extinct	9.7	11.1
Scolecophidia	extinct	9.7	11.1
Scolecophidia	extinct	9.7	11.1
Albaneryx_volynicus	extinct	9.7	11.1
Natrix	extinct	11.1	12.75
Natrix	extinct	9.7	11.1
Natrix	extinct	9.7	11.1
Natrix	extinct	9.7	11.1
Natrix	extinct	9.7	11.1
Zamenis	extinct	9.7	11.1
Hierophis	extinct	11.1	12.75
Hierophis	extinct	11.1	12.75
Coluber	extinct	9.7	11.1
Coluber	extinct	9.7	11.1
Colubrinae	extinct	9.7	11.1
Colubrinae	extinct	9.7	11.1
Colubrinae	extinct	9.7	11.1
Colubrinae	extinct	9.7	11.1
Colubrinae	extinct	9.7	11.1
Elapidae	extinct	9.7	11.1
Elapidae	extinct	9.7	11.1
Vipera	extinct	11.1	12.75
Vipera	extinct	9.7	11.1
Vipera	extinct	9.7	11.1
Vipera	extinct	9.7	11.1
Vipera	extinct	9.7	11.1
Viperidae	extinct	11.1	12.75
Viperidae	extinct	9.7	11.1
Viperidae	extinct	9.7	11.1
Viperidae	extinct	9.7	11.1
Coniophis	extinct	48.6	55.8
Calamagras_gallicus	extinct	48.6	55.8
Boidae	extinct	48.6	55.8
Dunnophis_matronensis	extinct	48.6	55.8
Dunnophis	extinct	48.6	55.8
Lacertilia	extinct	100.5	125
Lacertilia	extinct	100.5	125
Palaeophis_typhaeus	extinct	48.6	55.8
Palaeophis_toliapicus	extinct	48.6	55.8
Alethinophidia	extinct	48.6	55.8
Russellophis_tenuis	extinct	48.6	55.8
Russellophiidae	extinct	48.6	55.8
Colubroidea	extinct	48.6	55.8
Russellophis_tenuis	extinct	48.6	55.8
Calamagras_gallicus	extinct	48.6	55.8
Calamagras_gallicus	extinct	47.8	56
Calamagras_gallicus	extinct	47.8	56
Calamagras_gallicus	extinct	47.8	56
Calamagras_gallicus	extinct	47.8	56
Dunnophis_matronensis	extinct	47.8	56
Dunnophis_matronensis	extinct	47.8	56
Dunnophis_matronensis	extinct	48.6	55.8
Dunnophis_matronensis	extinct	47.8	56
Barbatteius_vremiri	extinct	66	72.1
Lacertilia	extinct	72.1	83.6
Lacertilia	extinct	66	83.5
Lacertilia	extinct	70.6	83.5
Lacertilia	extinct	66	72.1
Lacertilia	extinct	66	100.5
Lacertilia	extinct	66	72.1
Lacertilia	extinct	70.6	83.5
Parasauromalus_olseni	extinct	40.4	46.2
Parasauromalus	extinct	40.4	46.2
Iguanidae	extinct	40.4	46.2
Boidae	extinct	40.4	50.3
Anguidae	extinct	40.4	46.2
Lacertilia	extinct	40.4	46.2
Palaeoxantusia	extinct	40.4	46.2
Tinosaurus_stenodon	extinct	40.4	46.2
Palaeoxantusia	extinct	37.2	46.2
Parasauromalus_olseni	extinct	37.2	46.2
Gekkonidae	extinct	40.4	46.2
Palaeoxantusia	extinct	40.4	46.2
Iguanidae	extinct	40.4	46.2
Palaeoxantusia	extinct	40.4	46.2
Parasauromalus_olseni	extinct	40.4	46.2
Iguanidae	extinct	40.4	46.2
Tinosaurus_stenodon	extinct	40.4	46.2
Paracontogenys_estesi	extinct	40.4	46.2
Glyptosaurinae	extinct	40.4	46.2
Saniwa_ensidens	extinct	40.4	46.2
Rhineuridae	extinct	40.4	46.2
Anguidae	extinct	40.4	46.2
Lacertilia	extinct	40.4	46.2
Boidae	extinct	40.4	46.2
Anguidae	extinct	40.4	46.2
Saniwa_ensidens	extinct	40.4	46.2
Lacertilia	extinct	40.4	46.2
Boidae	extinct	40.4	46.2
Ophidia	extinct	40.4	46.2
Iguanidae	extinct	40.4	46.2
Anguidae	extinct	40.4	46.2
Saniwa_ensidens	extinct	40.4	46.2
Lacertilia	extinct	40.4	46.2
Boidae	extinct	40.4	46.2
Lacertilia	extinct	40.4	46.2
Boidae	extinct	40.4	46.2
Anguidae	extinct	37.2	40.4
Anguidae	extinct	37.2	40.4
Lacertilia	extinct	37.2	40.4
Boavus_affinis	extinct	37.2	40.4
Boidae	extinct	37.2	40.4
Gekkonidae	extinct	40.4	46.2
Palaeoxantusia	extinct	40.4	46.2
Palaeoxantusia	extinct	40.4	46.2
Parasauromalus_olseni	extinct	40.4	46.2
Iguanidae	extinct	40.4	46.2
Tinosaurus_stenodon	extinct	40.4	46.2
Gekkonidae	extinct	40.4	46.2
Palaeoxantusia	extinct	40.4	46.2
Palaeoxantusia	extinct	40.4	46.2
Palaeoxantusia	extinct	40.4	46.2
Palaeoxantusia	extinct	40.4	46.2
Palaeoxantusia	extinct	40.4	46.2
Palaeoxantusia	extinct	40.4	46.2
Palaeoxantusia	extinct	40.4	46.2
Palaeoxantusia	extinct	40.4	46.2
Palaeoxantusia	extinct	40.4	46.2
Parasauromalus_olseni	extinct	40.4	46.2
Parasauromalus_olseni	extinct	40.4	46.2
Parasauromalus_olseni	extinct	40.4	46.2
Parasauromalus_olseni	extinct	40.4	46.2
Parasauromalus_olseni	extinct	40.4	46.2
Iguanidae	extinct	40.4	46.2
Iguanidae	extinct	40.4	46.2
Tinosaurus_stenodon	extinct	40.4	46.2
Tinosaurus_stenodon	extinct	40.4	46.2
Tinosaurus_stenodon	extinct	40.4	46.2
Tinosaurus_stenodon	extinct	40.4	46.2
Tinosaurus_stenodon	extinct	40.4	46.2
Tinosaurus_stenodon	extinct	37.2	46.2
Paracontogenys_estesi	extinct	40.4	46.2
Paracontogenys_estesi	extinct	40.4	46.2
Paracontogenys_estesi	extinct	40.4	46.2
Paracontogenys_estesi	extinct	40.4	46.2
Odaxosaurus	extinct	37.2	46.2
Odaxosaurus	extinct	40.4	46.2
Odaxosaurus	extinct	40.4	46.2
Odaxosaurus	extinct	40.4	46.2
Odaxosaurus	extinct	40.4	46.2
Ophidia	extinct	40.4	46.2
Ophidia	extinct	40.4	46.2
Boidae	extinct	40.4	46.2
Boidae	extinct	40.4	46.2
Lacertilia	extinct	40.4	46.2
Lacertilia	extinct	40.4	46.2
Saniwa_ensidens	extinct	40.4	46.2
Saniwa_ensidens	extinct	40.4	46.2
Anguidae	extinct	40.4	46.2
Anguidae	extinct	40.4	46.2
Glyptosaurinae	extinct	40.4	46.2
Glyptosaurinae	extinct	40.4	46.2
Glyptosaurinae	extinct	40.4	46.2
Glyptosaurinae	extinct	40.4	46.2
Glyptosaurinae	extinct	40.4	46.2
Glyptosaurinae	extinct	40.4	46.2
Glyptosaurinae	extinct	40.4	46.2
Glyptosaurinae	extinct	40.4	46.2
Glyptosaurinae	extinct	40.4	46.2
Glyptosaurinae	extinct	40.4	46.2
Glyptosaurinae	extinct	40.4	46.2
Glyptosaurinae	extinct	40.4	46.2
Glyptosaurinae	extinct	40.4	46.2
Leiosaurus_marellii	extinct	0.126	0.781
Lacertilia	extinct	125.45	130
Clidastes	extinct	66	72.1
Mosasaurus_hoffmanni	extinct	66	72.1
Mosasauridae	extinct	66	72.1
Platecarpus	extinct	66	72.1
Tylosaurus	extinct	66	72.1
Mosasauridae	extinct	66	72.1
Teiidae	extinct	100.5	113
Tetrapodophis_amplectus	extinct	112.03	122.46
Lacertilia	extinct	70.6	83.5
Kuroyuriella_mikikoi	extinct	132.9	139.8
Asagaolacerta_tricuspidens	extinct	132.9	139.8
Hakuseps_imberis	extinct	132.9	139.8
Squamata	extinct	132.9	139.8
Gueragama_sulamericana	extinct	72.1	93.9
Lacerta_filholi	extinct	23.03	28.4
Pseudeumeces	extinct	23.03	28.4
Lacertidae	extinct	23.03	28.4
Ophisaurus	extinct	23.03	28.4
Shinisauria	extinct	23.03	28.4
Amphisbaenia	extinct	23.03	28.4
Amphisbaenia	extinct	23.03	28.4
Amphisbaenia	extinct	23.03	28.4
Lacertilia	extinct	23.03	28.4
Platyspondylia	extinct	23.03	28.4
Booidea	extinct	23.03	28.4
Amphisbaenia	extinct	41.3	47.8
Amphisbaenia	extinct	38	41.3
Amphisbaenia	extinct	38	41.3
Squamata	extinct	38	41.3
Colubroidea	extinct	38	41.3
Squamata	extinct	38	41.3
Squamata	extinct	38	41.3
Squamata	extinct	38	41.3
Amphisbaenia	extinct	66	70.6
Lacertilia	extinct	66	70.6
Varanoidea	extinct	66	70.6
Lacertilia	extinct	66	70.6
Scincomorpha	extinct	66	70.6
Pannoniasaurus_inexpectatus	extinct	83.6	86.3
Pseudopus_laurillardi	extinct	15.97	16.9
Anguimorpha	extinct	55.8	58.7
Scincomorpha	extinct	55.8	58.7
Boidae	extinct	55.8	58.7
Lacertilia	extinct	122.46	125.45
Thamnophis	extinct	13.6	15.97
Euleptes	extinct	20.44	23.03
Ophisaurus	extinct	15.97	23.03
Ophisaurus	extinct	15.97	23.03
Ophisaurus	extinct	15.97	23.03
Ophisaurus	extinct	15.97	23.03
Amphisbaenia	extinct	15.97	23.03
Amphisbaenia	extinct	15.97	23.03
Eryx	extinct	15.97	23.03
Eryx	extinct	15.97	23.03
Eryx	extinct	15.97	23.03
Eryx	extinct	15.97	23.03
Eryx	extinct	15.97	23.03
Eryx	extinct	15.97	23.03
Eryx	extinct	15.97	23.03
Colubridae	extinct	15.97	23.03
Colubridae	extinct	15.97	23.03
Pseudopus_laurillardi	extinct	11.1	12.75
Mosasaurus	extinct	83.6	86.3
Gekkota	extinct	15.9	19
Gekkota	extinct	15.9	19
Gekkota	extinct	15.9	19
Scincidae	extinct	15.9	19
Scincidae	extinct	15.9	19
Scincidae	extinct	15.9	19
Lacertilia	extinct	15.9	19
Lacertilia	extinct	15.9	19
Scincomorpha	extinct	33.9	48.6
Boidae	extinct	61.6	66
Gigantophis_garstini	extinct	33.9	38
Pterosphenus_schweinfurthi	extinct	33.9	38
Booidea	extinct	33.9	38
Booidea	extinct	33.9	38
Tropidophiidae	extinct	33.9	38
Russellophiidae	extinct	33.9	38
Renenutet_enmerwer	extinct	33.9	38
Caenophidia	extinct	33.9	38
Serpentes	extinct	33.9	38
Eophis_underwoodi	extinct	164.7	167.7
Vipera	extinct	13.65	15.97
Serpentes	extinct	13.65	15.97
Anguidae	extinct	13.65	15.97
Lacerta	extinct	13.65	15.97
Flaviagama_dzerzhinskii	extinct	70.6	83.5
Lacerta_viridis	extant	5.333	8.7
Lacertidae	extinct	5.333	8.7
Lacertidae	extinct	5.333	8.7
Ophisaurus	extinct	5.333	8.7
Pseudopus_pannonicus	extinct	5.333	8.7
Lacerta_viridis	extant	5.333	8.7
Lacertidae	extinct	5.333	8.7
Lacertidae	extinct	5.333	8.7
Ophisaurus	extinct	5.333	8.7
Pseudopus_pannonicus	extinct	5.333	8.7
Lacertidae	extinct	5.333	8.7
Ophisaurus	extinct	5.333	8.7
Pseudopus_pannonicus	extinct	5.333	8.7
Varanus_hoffmanni	extinct	5.333	8.7
Lacertidae	extinct	5.333	11.608
Anguinae	extinct	5.333	11.608
Varanus	extinct	5.333	11.608
Agamidae	extinct	5.333	11.608
Amphisbaenia	extinct	5.333	11.608
Scolecophidia	extinct	5.333	11.608
Aprisaurus_bidentatus	extinct	70.6	83.5
Tuberocephalosaurus_pompabilis	extinct	70.6	83.5
Gobileon_emersoculatus	extinct	70.6	83.5
Cherminsaurus_tereschenkoi	extinct	70.6	83.5
Campedosaurus_sulcularis	extinct	70.6	83.5
Macrocephalosaurus_sulimskii	extinct	70.6	83.5
Cyclurasia_multidentata	extinct	70.6	83.5
Paravaranus_angustifrons	extinct	72.1	83.6
Proplatynotia_longirostrata	extinct	72.1	83.6
Parviderma_inexacta	extinct	72.1	83.6
Gobiderma_pulchra	extinct	72.1	83.6
Saniwides_mongoliensis	extinct	72.1	83.6
Telmasaurus_grangeri	extinct	72.1	83.6
Saurillodon_marmorensis	extinct	164.7	167.7
Balnealacerta_silvestris	extinct	164.7	167.7
Bellairsia_gracilis	extinct	164.7	167.7
Oxiella_tenuis	extinct	164.7	167.7
Bainguis_parvus	extinct	70.6	83.5
Gobiderma_pulchra	extinct	70.6	83.5
Cherminotus_longifrons	extinct	70.6	83.5
Scincomorpha	extinct	166.1	168.3
Scincomorpha	extinct	166.1	168.3
Parviraptor	extinct	166.1	168.3
Squamata	extinct	166.1	168.3
Booidea	extinct	37.2	48.6
Anilioidea	extinct	37.2	48.6
Booidea	extinct	37.2	48.6
Platynota	extinct	37.2	48.6
Serpentes	extinct	23.03	28.4
Booidea	extinct	23.03	28.4
Colubroidea	extinct	23.03	28.4
Serpentes	extinct	23.03	28.4
Teiidae	extinct	15.97	23.03
Squamata	extinct	15.97	23.03
Booidea	extinct	5.333	11.608
Serpentes	extinct	5.333	11.608
Varanus	extinct	0.0117	0.126
Pythonidae	extinct	0.0117	0.126
Varanus	extinct	0.0117	0.126
Cuvieribaena_carlgansi	extinct	38	41.3
Coniophis	extinct	66	72.1
Gekkonidae	extinct	15.97	16.9
Lacerta	extinct	15.97	16.9
Pseudeumeces	extinct	15.97	16.9
Dracaenosaurus	extinct	15.97	16.9
Ophisaurus	extinct	15.97	16.9
Varanus_hoffmanni	extinct	15.97	16.9
Blanus	extinct	15.97	16.9
Blanus	extinct	15.97	16.9
Amphisbaenidae	extinct	15.97	16.9
Typhlops	extinct	15.97	16.9
Naja	extinct	15.97	16.9
Varanus_(Varaneades)_amnhophilis	extinct	5.333	7.246
Boidae	extinct	33.9	37.2
Bicuspidon_hatzegiensis	extinct	83.6	86.3
Pelsochamops_infrequens	extinct	83.6	86.3
Chromatogenys_tiliquoides	extinct	83.6	86.3
Anguimorpha	extinct	50.3	55.8
Iguania	extinct	50.3	55.8
Anguimorpha	extinct	50.3	55.8
Squamata	extinct	21	29
Pleurodonta	extinct	16.3	17.5
Pleurodonta	extinct	16.3	17.5
Pleurodonta	extinct	16.3	17.5
Tupinambis	extinct	16.3	17.5
Tupinambis	extinct	16.3	17.5
Colubridae	extinct	16.3	17.5
Simoliophis_rochebrunei	extinct	93.5	99.6
Simoliophis_rochebrunei	extinct	93.5	99.6
Lumbrerasaurus_scagliai	extinct	37.2	48.6
Simoliophis_rochebrunei	extinct	93.5	99.6
Simoliophis_rochebrunei	extinct	93.5	99.6
Becklesius	extinct	125.45	130
Paramacellodus	extinct	125.45	130
Lacertilia	extinct	125.45	130
Lacertilia	extinct	125.45	130
Squamata	extinct	23.03	28.4
Solastella_cookei	extinct	40.4	46.2
Alethinophidia	extinct	40.4	46.2
Glyptosaurinae	extinct	40.4	46.2
Squamata	extinct	40.4	46.2
Helodermatidae	extinct	20.43	30.8
Serpentes	extinct	28.4	33.9
Lacertilia	extinct	28.4	33.9
Wonambi_naracoortensis	extant	0.0117	2.588
Pogona	extinct	0.0117	2.588
Varanus	extinct	0.0117	2.588
Varanus	extinct	0.0117	2.588
Pseudonaja	extinct	0.0117	2.588
Agamidae	extinct	0.0117	0.781
Varanus	extinct	0.0117	0.781
Wonambi_naracoortensis	extant	0.0117	0.781
Elapidae	extinct	0.0117	0.781
Varanus	extinct	0.0117	0.781
Agamidae	extinct	0	0.126
Egernia	extinct	0	0.126
Tiliqua	extinct	0	0.126
Tiliqua	extinct	0	0.126
Varanus	extinct	0	0.126
Wonambi_naracoortensis	extant	0	0.126
Notechis	extinct	0	0.126
Pseudechis_porphyriacus	extant	0	0.126
Pseudonaja_nuchalis	extant	0	0.126
Agamidae	extinct	0.0117	2.588
Egernia	extinct	0.0117	2.588
Tiliqua	extinct	0.0117	2.588
Tiliqua	extinct	0.0117	2.588
Varanus	extinct	0.0117	2.588
Notechis	extinct	0.0117	2.588
Pseudechis_porphyriacus	extant	0.0117	2.588
Pseudonaja_nuchalis	extant	0.0117	2.588
Tiliqua	extinct	0.0117	2.588
Wonambi_naracoortensis	extant	0.0117	2.588
Notechis	extinct	0.0117	2.588
Rankinia_diemensis	extinct	0.0117	2.588
Tympanocryptis_lineata	extinct	0.0117	2.588
Egernia	extinct	0.0117	2.588
Tiliqua	extinct	0.0117	2.588
Austrelaps_superbus	extinct	0.0117	2.588
Amphibolurus_barbatus	extinct	0.0117	2.588
Egernia	extinct	0.0117	2.588
Tiliqua	extinct	0.0117	2.588
Varanus	extinct	0.0117	2.588
Elapidae	extinct	0.0117	2.588
Wonambi_barriei	extinct	15.97	23.03
Wonambi_barriei	extinct	15.97	23.03
Wonambi_barriei	extinct	15.97	23.03
Yurlunggur	extinct	15.97	23.03
Yurlunggur	extinct	23.03	28.4
Yurlunggur	extinct	11.608	15.97
Yurlunggur	extinct	15.97	23.03
Yurlunggur	extinct	11.608	15.97
Yurlunggur	extinct	15.97	23.03
Wonambi_naracoortensis	extant	0.0117	2.588
Wonambi_naracoortensis	extant	0.0117	2.588
Wonambi_naracoortensis	extant	0.0117	2.588
Wonambi_naracoortensis	extant	3.6	11.608
Heloderma_texana	extinct	20.43	24.8
Iguanidae	extinct	72.1	83.6
Boidae	extinct	72.1	83.6
Madtsoiidae	extinct	72.1	83.6
Varanoidea	extinct	66	70.6
Lacertilia	extinct	66	70.6
Palaeophis	extinct	66	72.1
Igdamanosaurus_aegyptiacus	extinct	66	72.1
Angolasaurus	extinct	66	72.1
Halisaurus	extinct	66	72.1
Plioplatecarpus	extinct	66	72.1
Platecarpus	extinct	66	72.1
Mosasaurus	extinct	66	72.1
Goronyosaurus	extinct	66	72.1
Squamata	extinct	93.5	99.6
Gekkota	extinct	93.5	99.6
Lacertoidea	extinct	93.5	99.6
Agamidae	extinct	93.5	99.6
Chamaeleonidae	extinct	93.5	99.6
Boinae	extinct	33.9	48.6
Madtsoia	extinct	48.6	55.8
Madtsoia	extinct	37.2	48.6
Lunaophis_aquaticus	extinct	93.9	100.5
Boa	extinct	37.2	48.6
Chubutophis_grandis	extinct	37.2	48.6
Boinae	extinct	37.2	48.6
Iguanidae	extinct	21	29
Iguaninae	extinct	21	29
Madtsoia	extinct	21	29
Pseudeumeces_cadurcensis	extinct	23.03	28.1
Pseudeumeces_cadurcensis	extinct	23.03	33.9
Pseudeumeces_cadurcensis	extinct	23.03	33.9
Pseudeumeces_cadurcensis	extinct	23.03	28.4
Pseudeumeces_cadurcensis	extinct	23.03	28.1
Pseudeumeces_cadurcensis	extinct	23.03	28.4
Pseudeumeces_cadurcensis	extinct	23.03	28.4
Geiseltaliellus	extinct	23.03	28.4
Pyrenasaurus_evansae	extinct	33.9	37.2
Pyrenasaurus_evansae	extinct	33.9	38
Cadurcogekko_piveteaui	extinct	33.9	38
Pseudolacerta_mucronata	extinct	33.9	38
Cadurciguana_hoffstetteri	extinct	33.9	37.2
Cadurciguana_hoffstetteri	extinct	38	41.3
Cadurciguana_hoffstetteri	extinct	33.9	38
Cadurciguana_hoffstetteri	extinct	33.9	38
Cadurciguana_hoffstetteri	extinct	33.9	38
Cadurciguana_hoffstetteri	extinct	33.9	38
Cadurciguana_hoffstetteri	extinct	33.9	38
Cadurciguana_hoffstetteri	extinct	33.9	37.2
Geiseltaliellus_longicaudus	extinct	48.6	55.8
Geiseltaliellus_lamandini	extinct	33.9	38
Geiseltaliellus_lamandini	extinct	33.9	38
Geiseltaliellus_grisolli	extinct	38	41.3
Geiseltaliellus_grisolli	extinct	38	41.3
Geiseltaliellus	extinct	38	41.3
Geiseltaliellus	extinct	33.9	38
Geiseltaliellus	extinct	33.9	38
Pseudolacerta_quercyini	extinct	38	41.3
Pseudolacerta_quercyini	extinct	33.9	38
Pseudolacerta_quercyini	extinct	33.9	38
Pseudolacerta_quercyini	extinct	33.9	38
Pseudolacerta_quercyini	extinct	33.9	37.2
Tinosaurus_europeocaenus	extinct	48.6	55.8
Tinosaurus_europeocaenus	extinct	48.6	55.8
Tinosaurus_europeocaenus	extinct	47.8	56
Tinosaurus_europeocaenus	extinct	47.8	56
Agamidae	extinct	23.03	33.9
Cadurcogekko_piveteaui	extinct	33.9	38
Cadurcogekko_piveteaui	extinct	33.9	38
Cadurcogekko_piveteaui	extinct	33.9	37.2
Cadurcogekko_piveteaui	extinct	33.9	38
Cadurcogekko_piveteaui	extinct	33.9	37.2
Cadurcogekko_piveteaui	extinct	33.9	38
Cadurcogekko_piveteaui	extinct	33.9	38
Cadurcogekko_piveteaui	extinct	33.9	38
Cadurcogekko_piveteaui	extinct	33.9	38
Cadurcogekko_piveteaui	extinct	33.9	37.2
Gekkomimus_rugosus	extinct	33.9	38
Cadurcogekko_verus	extinct	33.9	38
Gekkonidae	extinct	48.6	55.8
Gekkonidae	extinct	47.8	56
Plesiolacerta_lydekkeri	extinct	33.9	38
Plesiolacerta_lydekkeri	extinct	33.9	38
Plesiolacerta_lydekkeri	extinct	33.9	38
Plesiolacerta_lydekkeri	extinct	33.9	37.2
Plesiolacerta_lydekkeri	extinct	33.9	38
Plesiolacerta_lydekkeri	extinct	33.9	37.2
Plesiolacerta_lydekkeri	extinct	33.9	38
Plesiolacerta_lydekkeri	extinct	33.9	37.2
Plesiolacerta_lydekkeri	extinct	28.4	33.9
Plesiolacerta_lydekkeri	extinct	33.9	37.2
Plesiolacerta	extinct	33.9	38
Quercycerta_maxima	extinct	33.9	37.2
Quercycerta_maxima	extinct	33.9	38
Cernaycerta_duchaussoisi	extinct	56	59.2
Dormaalisaurus_girardoti	extinct	48.6	55.8
Dormaalisaurus_rossmanni	extinct	48.6	55.8
Dormaalisaurus	extinct	48.6	55.8
Succinilacerta_succinea	extinct	48.6	55.8
Succinilacerta_succinea	extinct	33.9	38
Gracilicerta_sindexi	extinct	33.9	38
Gracilicerta_sindexi	extinct	38	41.3
Gracilicerta_sindexi	extinct	33.9	38
Gracilicerta_sindexi	extinct	33.9	38
Gracilicerta_sindexi	extinct	33.9	37.2
Gracilicerta_sindexi	extinct	33.9	37.2
Escampcerta_amblyodonta	extinct	33.9	37.2
Escampcerta_amblyodonta	extinct	33.9	38
Lacerta_filholi	extinct	23.03	28.4
Uromastyx_europaeus	extinct	28.4	33.9
Gekkonidae	extinct	28.4	33.9
Lacerta_filholi	extinct	28.4	33.9
Lacerta_filholi	extinct	28.4	33.9
Uromastyx_europaeus	extinct	28.4	33.9
Lacerta_filholi	extinct	28.4	33.9
Geiseltaliellus	extinct	48.6	55.8
Geiseltaliellus	extinct	48.6	55.8
Lacerta_filholi	extinct	23.03	28.4
Lacerta_filholi	extinct	28.4	33.9
Lacerta_filholi	extinct	20	22.4
Quercygama_galliae	extinct	28.4	33.9
Dormaalisaurus_girardoti	extinct	48.6	55.8
Dormaalisaurus_girardoti	extinct	47.8	56
Dormaalisaurus_girardoti	extinct	38	41.3
Dormaalisaurus	extinct	48.6	55.8
Gracilicerta_sindexi	extinct	33.9	38
Mediolacerta_roceki	extinct	23.03	28.4
Mediolacerta_roceki	extinct	28.4	33.9
Mediolacerta_roceki	extinct	23.03	28.4
Mediolacerta_roceki	extinct	23.03	28.4
Dracaenosaurus_croizeti	extinct	23.03	28.4
Dracaenosaurus_croizeti	extinct	23.03	28.4
Lacertidae	extinct	61.6	66
Lacertidae	extinct	55.8	58.7
Lacertidae	extinct	48.6	55.8
Lacertidae	extinct	38	41.3
Lacertidae	extinct	28.4	33.9
Lacertidae	extinct	23.03	28.4
Lacertidae	extinct	23.03	28.4
Lacertidae	extinct	23.03	28.4
Brevisaurus_smithi	extinct	33.9	38
Berruva_louisi	extinct	55.8	58.7
Ayalasaurus_tenuis	extinct	33.9	38
Orthoscincus_malperiensis	extinct	33.9	38
Eocordyla_mathisi	extinct	33.9	38
Eocordyla_mathisi	extinct	38	41.3
Eocordyla_mathisi	extinct	33.9	38
Cordylidae	extinct	28.4	33.9
Cordylidae	extinct	28.4	33.9
Cordylidae	extinct	23.03	33.9
Cordylidae	extinct	23.03	28.1
Cordylidae	extinct	23.03	28.4
Cordylidae	extinct	23.03	28.4
Cordylidae	extinct	23.03	28.4
Cordylidae	extinct	48.6	55.8
Scincoidea	extinct	48.6	55.8
Scincoidea	extinct	33.9	38
Scincoidea	extinct	33.9	37.2
Ornatocephalus_metzleri	extinct	40.4	48.6
